"Modell";"AfD_Real_Ist";"AfD_Modell_Soll";"Fehler_in_PP";"Gap_Estimate";"Gap_Signifikant";"Gap_P_Value";"Sigma_State";"Conf_Low";"Conf_High"
"Modell_II_Econ";19,5;12,3;7,2;0,547;"JA";0;0,22;0,362;0,733
