"Modell";"estimate";"Ost_Faktor";"p.value";"Ergebnis_Intercept";"Sigma_State";"conf.low";"conf.high"
"Modell_I";0,825;2,28;0;"SIGNIFIKANT (Abweichung)";0,57;0,559;1,091
