"Modell";"AfD_Real_Ist";"AfD_Modell_Soll";"Fehler_in_PP";"Gap_Estimate";"Gap_Signifikant";"Gap_P_Value";"Sigma_State";"Conf_Low";"Conf_High"
"Nullmodell";19,5;50;-30,5;-1,416;"JA";0;0,29;-1,662;-1,171
