"Modell";"AfD_Real_Ist";"AfD_Modell_Soll";"Fehler_in_PP";"Gap_Estimate";"Gap_Signifikant";"Gap_P_Value";"Sigma_State";"Conf_Low";"Conf_High"
"Modell_Gesamt";19,5;16,9;2,6;0,173;"NEIN";0,09103;0,24;-0,028;0,374
