"Modell";"estimate";"Ost_Faktor";"p.value";"Ergebnis_Intercept";"Sigma_State";"conf.low";"conf.high"
"Modell_gesamt";0,154;1,17;0,1258;"NICHT SIGNIFIKANT (Erklärt)";0,49;-0,043;0,352
