"Modell";"AfD_Real_Ist";"AfD_Modell_Soll";"Fehler_in_PP";"Gap_Estimate";"Gap_Signifikant";"Gap_P_Value";"Sigma_State";"Conf_Low";"Conf_High"
"Modell_gesamt";19,5;17,2;2,3;0,154;"NEIN";0,12579;0,24;-0,043;0,352
