"Modell";"estimate";"Ost_Faktor";"p.value";"Ergebnis_Intercept";"Sigma_State";"conf.low";"conf.high"
"Modell_III";0,649;1,91;0;"SIGNIFIKANT (Abweichung)";0,54;0,401;0,897
