"Modell";"AfD_Real_Ist";"AfD_Modell_Soll";"Fehler_in_PP";"Gap_Estimate";"Gap_Signifikant";"Gap_P_Value";"Sigma_State";"Conf_Low";"Conf_High"
"Modell_III";19,5;11,3;8,3;0,649;"JA";0;0,3;0,401;0,897
