"Modell";"estimate";"Ost_Faktor";"p.value";"Ergebnis_Intercept";"Sigma_State";"conf.low";"conf.high"
"Modell_II";0,547;1,73;0;"SIGNIFIKANT (Abweichung)";0,47;0,362;0,733
